"Invoice_Number","Sales_Order_Number","Customer_Number","invoice_date","Invoice_Amount","Payment_Status","payment_date","Payment_Amount","Created_By","created_on","Approved_By","approved_on"
"173640037442","000008176528","0244548",2014-04-16,12417.79,"Paid",2014-06-18,12417.79,"0000125640",2014-04-16,"0000125235",2014-04-22
"173640037443","000008176529","0254561",2014-04-21,12705.26,"Paid",2014-05-21,12705.26,"0000125435",2014-04-21,"0000125235",2014-04-22
"173640037444","000008176530","0252102",2014-04-12,13504.37,"Paid",2014-09-10,13504.37,"0000126692",2014-04-12,"0000124928",2014-04-14
"173640037445","000008176531","0261262",2014-04-16,9151.74,"Paid",2014-05-06,9151.74,"0000125935",2014-04-16,"0000125235",2014-04-19
"173640037446","000008176532","0235532",2014-04-13,11670.31,"Paid",2014-09-06,11670.31,"0000126677",2014-04-13,"0000124928",2014-04-16
"173640037447","000008176533","0238065",2014-04-08,4892.92,"Paid",2014-06-04,4892.92,"0000127662",2014-04-08,"0000125235",2014-04-16
"173640037448","000008176534","0237683",2014-04-14,4378.52,"Paid",2014-05-12,4378.52,"0000125913",2014-04-14,"0000125235",2014-04-15
"173640037449","000008176535","0244335",2014-04-14,9941.92,"Paid",2015-05-23,9941.92,"0000126613",2014-04-14,"0000124928",2014-04-15
"173640037450","000008176536","0251601",2014-04-15,2670.78,"Paid",2014-04-25,2670.78,"0000125640",2014-04-15,"0000124928",2014-04-19
"173640037451","000008176537","0256746",2014-04-13,3347.39,"Paid",2014-04-20,0,"0000126613",2014-04-13,"0000124928",2014-04-15
"173640037452","000008176538","0260398",2014-04-13,3611.1,"Paid",2014-06-26,3611.1,"0000125170",2014-04-13,"0000125235",2014-04-16
"173640037453","000008176539","0241817",2014-04-15,4302.37,"Paid",2014-04-17,4302.37,"0000125170",2014-04-15,"0000125235",2014-04-23
"173640037454","000008176540","0263591",2014-04-12,6044.57,"Paid",2014-07-03,6044.57,"0000125640",2014-04-12,"0000125235",2014-04-13
"173640037455","000008176541","0253199",2014-04-14,3687.11,"Paid",2014-06-14,3687.11,"0000125493",2014-04-14,"0000124928",2014-04-23
"173640037456","000008176542","0254414",2014-04-16,896.45,"Paid",2014-06-13,896.45,"0000125935",2014-04-16,"0000124928",2014-04-20
"173640037457","000008176543","0255127",2014-04-14,4359.43,"Paid",2014-04-17,4359.43,"0000127561",2014-04-14,"0000124928",2014-04-15
"173640037458","000008176544","0244945",2014-04-30,1932.62,"Paid",2014-05-02,1932.62,"0000125435",2014-04-30,"0000125235",2014-05-04
"173640037459","000008176545","0256698",2014-04-16,4351.6,"Paid",2014-09-03,4351.6,"0000125935",2014-04-16,"0000124928",2014-04-20
"173640037460","000008176546","0235254",2014-04-15,4251.85,"Paid",2014-05-26,4251.85,"0000125493",2014-04-15,"0000125235",2014-04-16
"173640037461","000008176547","0259397",2014-04-08,4435.11,"Paid",2014-09-08,4435.11,"0000126613",2014-04-08,"0000124928",2014-04-09
"173640037462","000008176548","0263242",2014-04-16,26924.58,"Paid",2014-09-13,26924.58,"0000126677",2014-04-16,"0000124928",2014-04-20
"173640037463","000008176549","0236518",2014-04-14,22616.06,"Paid",2015-04-06,22616.06,"0000126613",2014-04-14,"0000125235",2014-04-16
"173640037464","000008176550","0244949",2014-04-09,23523.42,"Paid",2014-05-07,23523.42,"0000125170",2014-04-09,"0000125235",2014-04-12
"173640037465","000008176551","0257213",2014-04-16,20270.13,"Paid",2014-06-25,20270.13,"0000125548",2014-04-16,"0000125235",2014-04-20
"173640037466","000008176552","0248757",2014-04-12,11510.6,"Paid",2014-04-25,11510.6,"0000126692",2014-04-12,"0000124928",2014-04-15
"173640037467","000008176553","0257707",2014-04-15,9242.23,"Paid",2015-07-21,9242.23,"0000126692",2014-04-15,"0000124928",2014-04-19
"173640037468","000008176554","0263952",2014-04-12,10151.57,"Paid",2014-05-14,10151.57,"0000125493",2014-04-12,"0000125235",2014-04-14
"173640037469","000008176555","0238079",2014-04-09,7327.06,"Paid",2014-04-16,0,"0000126613",2014-04-09,"0000124928",2014-04-13
"173640037470","000008176556","0247156",2014-04-12,5087.81,"Paid",2014-04-17,5087.81,"0000127561",2014-04-12,"0000125235",2014-04-13
"173640037471","000008176557","0240886",2014-04-13,4062.38,"Paid",2014-10-09,4062.38,"0000126692",2014-04-13,"0000124928",2014-04-14
"173640037472","000008176558","0263402",2014-04-15,5009.58,"Paid",2014-06-09,5009.58,"0000127205",2014-04-15,"0000124928",2014-04-16
"173640037473","000008176559","0260927",2014-04-14,1734.47,"Paid",2014-04-21,0,"0000127199",2014-04-14,"0000124928",2014-04-16
"173640037474","000008176560","0242316",2014-04-13,1960.58,"Paid",2014-06-15,1960.58,"0000125548",2014-04-13,"0000125235",2014-04-14
"173640037475","000008176561","0244381",2014-04-20,20881.43,"Paid",2014-07-23,20881.43,"0000127205",2014-04-20,"0000125235",2014-04-21
"173640037476","000008176562","0244231",2014-04-23,13086.61,"Paid",2014-05-20,13086.61,"0000126932",2014-04-23,"0000124928",2014-04-27
"173640037477","000008176563","0244548",2014-04-30,13614.68,"Paid",2014-07-18,13614.68,"0000127205",2014-04-30,"0000125235",2014-05-03
"173640037478","000008176564","0264598",2014-04-21,5240.45,"Paid",2014-07-15,5240.45,"0000127199",2014-04-21,"0000125235",2014-04-22
"173640037479","000008176565","0255061",2014-04-16,3053.37,"Paid",2014-05-28,3053.37,"0000125548",2014-04-16,"0000125235",2014-04-23
"173640037480","000008176566","0240077",2014-04-20,1916.26,"Paid",2014-04-27,0,"0000125435",2014-04-20,"0000125235",2014-04-21
"173640037481","000008176567","0256813",2014-04-22,2407.2,"Paid",2014-04-29,0,"0000125435",2014-04-22,"0000124928",2014-04-26
"173640037482","000008176568","0252185",2014-04-14,22775.32,"Paid",2014-04-27,22775.32,"0000126613",2014-04-14,"0000125235",2014-04-15
"173640037483","000008176569","0253995",2014-04-23,1091.37,"Paid",2014-07-02,1091.37,"0000127561",2014-04-23,"0000124928",2014-04-27
"173640037484","000008176570","0237399",2014-04-21,33231.55,"Paid",2014-06-05,33231.55,"0000126677",2014-04-21,"0000124928",2014-04-23
"173640037485","000008176571","0262036",2014-04-15,18987.31,"Paid",2014-04-22,18987.31,"0000127561",2014-04-15,"0000125235",2014-04-21
"173640037486","000008176572","0251763",2014-04-16,15617.6,"Paid",2014-05-04,15617.6,"0000127205",2014-04-16,"0000124928",2014-04-20
"173640037487","000008176573","0262084",2014-04-13,17539.24,"Paid",2014-04-20,0,"0000125913",2014-04-13,"0000125235",2014-04-14
"173640037488","000008176574","0237336",2014-04-14,17647.56,"Paid",2014-06-26,17647.56,"0000125548",2014-04-14,"0000125235",2014-04-23
"173640037489","000008176575","0261837",2014-04-21,7314.27,"Paid",2014-05-04,7314.27,"0000126613",2014-04-21,"0000124928",2014-04-22
"173640037490","000008176576","0264096",2014-04-15,2945.01,"Paid",2014-06-18,2945.01,"0000127199",2014-04-15,"0000124928",2014-04-19
"173640037491","000008176577","0237407",2014-04-16,2395.78,"Paid",2014-04-17,2395.78,"0000125913",2014-04-16,"0000124928",2014-04-20
"173640037492","000008176578","0263777",2014-04-21,335.98,"Paid",2014-10-01,335.98,"0000125493",2014-04-21,"0000125235",2014-04-23
"173640037493","000008176579","0257624",2014-04-13,5772.28,"Paid",2014-05-08,5772.28,"0000125640",2014-04-13,"0000125235",2014-04-15
"173640037494","000008176580","0258318",2014-04-15,1036.64,"Paid",2014-05-08,1036.64,"0000127561",2014-04-15,"0000125235",2014-04-19
"173640037495","000008176581","0235815",2014-04-15,1617.61,"Paid",2014-04-27,1617.61,"0000127199",2014-04-15,"0000125235",2014-04-16
"173640037496","000008176582","0260942",2014-04-20,9492.69,"Paid",2015-01-31,9492.69,"0000125435",2014-04-20,"0000125235",2014-04-29
"173640037497","000008176583","0256818",2014-04-20,15571.22,"Paid",2014-05-05,15571.22,"0000125548",2014-04-20,"0000125235",2014-04-23
"173640037498","000008176584","0253024",2014-04-15,4657.38,"Paid",2015-02-25,4657.38,"0000126613",2014-04-15,"0000125235",2014-04-19
"173640037499","000008176585","0236762",2014-04-20,7908.05,"Paid",2014-04-27,0,"0000125170",2014-04-20,"0000125235",2014-04-22
"173640037500","000008176586","0242204",2014-04-30,3716.51,"Paid",2014-05-25,3716.51,"0000125548",2014-04-30,"0000125235",2014-05-03
"173640037501","000008176587","0247993",2014-04-14,2730.88,"Paid",2014-06-29,2730.88,"0000126677",2014-04-14,"0000124928",2014-04-22
"173640037502","000008176588","0238891",2014-04-30,2661.15,"Paid",2014-05-29,2661.15,"0000126613",2014-04-30,"0000124928",2014-05-04
"173640037503","000008176589","0239033",2014-04-19,26666.06,"Paid",2014-04-26,0,"0000126613",2014-04-19,"0000125235",2014-04-22
"173640037504","000008176590","0243329",2014-04-27,12789.41,"Paid",2015-03-09,12789.41,"0000127199",2014-04-27,"0000125235",2014-04-29
"173640037505","000008176591","0259104",2014-04-22,11294.01,"Paid",2015-02-02,11294.01,"0000125170",2014-04-22,"0000124928",2014-04-27
"173640037506","000008176592","0255268",2014-04-16,11707.48,"Paid",2014-07-23,11707.48,"0000126613",2014-04-16,"0000125235",2014-04-20
"173640037507","000008176593","0262215",2014-04-23,5376.89,"Paid",2014-05-17,5376.89,"0000125170",2014-04-23,"0000125235",2014-04-27
"173640037508","000008176594","0248911",2014-04-21,7530.5,"Paid",2014-05-23,7530.5,"0000126692",2014-04-21,"0000125235",2014-04-23
"173640037509","000008176595","0245187",2014-04-19,6454.23,"Paid",2014-09-02,6454.23,"0000125913",2014-04-19,"0000125235",2014-04-22
"173640037510","000008176596","0251973",2014-04-19,3248.6,"Paid",2014-05-29,3248.6,"0000125493",2014-04-19,"0000124928",2014-04-21
"173640037511","000008176597","0251047",2014-04-28,6009.01,"Paid",2014-05-05,0,"0000125548",2014-04-28,"0000125235",2014-05-05
"173640037512","000008176598","0246743",2014-04-22,4040.14,"Paid",2014-04-29,0,"0000127561",2014-04-22,"0000125235",2014-04-27
"173640037513","000008176599","0237279",2014-04-19,2234.67,"Paid",2014-05-02,2234.67,"0000125435",2014-04-19,"0000124928",2014-04-21
"173640037514","000008176600","0263814",2014-04-26,2976.64,"Paid",2014-06-04,2976.64,"0000125548",2014-04-26,"0000125235",2014-04-30
"173640037515","000008176601","0242107",2014-04-22,6224.19,"Paid",2014-07-13,6224.19,"0000125170",2014-04-22,"0000124928",2014-04-26
"173640037516","000008176602","0247431",2014-04-23,3511.2,"Paid",2014-06-06,3511.2,"0000127561",2014-04-23,"0000125235",2014-04-27
"173640037517","000008176603","0245916",2014-04-16,24678.47,"Paid",2014-09-17,24678.47,"0000125935",2014-04-16,"0000125235",2014-04-19
"173640037518","000008176604","0239889",2014-04-23,36093.17,"Paid",2014-05-18,36093.17,"0000127199",2014-04-23,"0000124928",2014-04-27
"173640037519","000008176605","0236840",2014-04-16,22624.86,"Paid",2015-05-06,22624.86,"0000127662",2014-04-16,"0000125235",2014-04-20
"173640037520","000008176606","0249976",2014-04-19,19402.62,"Paid",2014-05-21,19402.62,"0000126692",2014-04-19,"0000124928",2014-04-23
"173640037521","000008176607","0263296",2014-04-22,19208.76,"Paid",2014-05-16,19208.76,"0000125493",2014-04-22,"0000124928",2014-04-30
"173640037522","000008176608","0263587",2014-04-16,19700.12,"Paid",2014-08-27,19700.12,"0000125493",2014-04-16,"0000125235",2014-04-23
"173640037523","000008176609","0251286",2014-04-21,12703.01,"Paid",2014-05-25,12703.01,"0000125493",2014-04-21,"0000125235",2014-04-27
"173640037524","000008176610","0243141",2014-04-19,14812.1,"Paid",2014-04-26,0,"0000125170",2014-04-19,"0000125235",2014-04-23
"173640037525","000008176611","0259942",2014-04-30,14318.27,"Paid",2014-07-20,14318.27,"0000127205",2014-04-30,"0000124928",2014-05-03
"173640037526","000008176612","0256223",2014-04-16,6632.48,"Paid",2014-05-29,6632.48,"0000125170",2014-04-16,"0000124928",2014-04-20
"173640037527","000008176613","0261812",2014-04-23,15424.83,"Paid",2014-07-05,15424.83,"0000125170",2014-04-23,"0000125235",2014-04-27
"173640037528","000008176614","0258286",2014-04-20,4506.56,"Paid",2014-05-22,4506.56,"0000127205",2014-04-20,"0000125235",2014-04-28
"173640037529","000008176615","0255776",2014-04-21,1977.66,"Paid",2014-06-07,1977.66,"0000125640",2014-04-21,"0000124928",2014-04-22
"173640037530","000008176616","0240237",2014-05-05,3694.85,"Paid",2014-06-10,3694.85,"0000125935",2014-05-05,"0000124928",2014-05-07
"173640037531","000008176617","0238911",2014-04-20,2080.36,"Paid",2014-04-27,0,"0000126692",2014-04-20,"0000125235",2014-04-22
"173640037532","000008176618","0235095",2014-04-29,3226.5,"Paid",2014-07-06,3226.5,"0000126932",2014-04-29,"0000125235",2014-05-05
"173640037533","000008176619","0237142",2014-04-20,1815.58,"Paid",2014-05-03,1815.58,"0000125435",2014-04-20,"0000124928",2014-04-29
"173640037534","000008176620","0242484",2014-04-19,5674.4,"Paid",2014-05-07,5674.4,"0000127205",2014-04-19,"0000125235",2014-04-20
"173640037535","000008176621","0237991",2014-04-27,3578.99,"Paid",2014-05-01,3578.99,"0000125435",2014-04-27,"0000124928",2014-04-28
"173640037536","000008176622","0244434",2014-04-22,3429.66,"Outstanding",1910-01-01,3429.66,"0000126613",2014-04-22,"0000124928",2014-04-26
"173640037537","000008176623","0253437",2014-04-20,1892.16,"Paid",2014-05-15,1892.16,"0000125493",2014-04-20,"0000124928",2014-04-22
"173640037538","000008176624","0241346",2014-04-22,2549.56,"Paid",2014-06-12,2549.56,"0000125913",2014-04-22,"0000125235",2014-04-30
"173640037539","000008176625","0250227",2014-04-22,3316.34,"Paid",2014-05-08,3316.34,"0000125493",2014-04-22,"0000125235",2014-04-23
"173640037540","000008176626","0255647",2014-04-19,4788.35,"Paid",2014-06-28,4788.35,"0000125435",2014-04-19,"0000124928",2014-04-21
"173640037541","000008176627","0245803",2014-04-26,23457.15,"Paid",2014-05-03,0,"0000126692",2014-04-26,"0000124928",2014-04-28
"173640037542","000008176628","0261271",2014-04-28,23891.44,"Paid",2014-06-22,23891.44,"0000125640",2014-04-28,"0000125235",2014-05-05
"173640037543","000008176629","0238984",2014-04-20,30002.12,"Paid",2014-08-10,30002.12,"0000125640",2014-04-20,"0000124928",2014-04-22
"173640037544","000008176630","0248772",2014-04-29,19930.97,"Paid",2014-05-24,19930.97,"0000127205",2014-04-29,"0000124928",2014-05-07
"173640037545","000008176631","0255998",2014-04-28,19450.53,"Paid",2014-06-29,19450.53,"0000125435",2014-04-28,"0000125235",2014-05-05
"173640037546","000008176632","0239583",2014-05-04,24266.85,"Paid",2015-01-26,24266.85,"0000125913",2014-05-04,"0000124928",2014-05-06
"173640037547","000008176633","0243413",2014-04-22,19183.01,"Paid",2014-05-01,19183.01,"0000125913",2014-04-22,"0000125235",2014-04-23
"173640037548","000008176634","0244337",2014-04-23,16132.04,"Paid",2014-04-27,16132.04,"0000127205",2014-04-23,"0000125235",2014-04-28
"173640037549","000008176635","0254318",2014-04-27,16584.26,"Paid",2014-06-03,16584.26,"0000127561",2014-04-27,"0000125235",2014-04-28
"173640037550","000008176636","0255280",2014-04-21,16362.42,"Paid",2014-07-11,16362.42,"0000126932",2014-04-21,"0000124928",2014-04-29
"173640037551","000008176637","0251956",2014-04-26,13446.81,"Paid",2015-04-22,13446.81,"0000127561",2014-04-26,"0000125235",2014-04-28
"173640037552","000008176638","0239911",2014-05-05,8120.65,"Paid",2014-09-25,8120.65,"0000125935",2014-05-05,"0000125235",2014-05-07
"173640037553","000008176639","0241259",2014-04-29,6203.44,"Paid",2014-05-06,0,"0000125935",2014-04-29,"0000124928",2014-05-03
"173640037554","000008176640","0258806",2014-04-22,9609.25,"Paid",2014-10-31,9609.25,"0000125493",2014-04-22,"0000125235",2014-04-26
"173640037555","000008176641","0262954",2014-04-30,6188.69,"Paid",2014-05-11,6188.69,"0000126932",2014-04-30,"0000124928",2014-05-04
"173640037556","000008176642","0239740",2014-04-30,5528.61,"Paid",2014-06-03,5528.61,"0000126677",2014-04-30,"0000125235",2014-05-04
"173640037557","000008176643","0257937",2014-04-23,2087.93,"Paid",2014-05-15,2087.93,"0000126613",2014-04-23,"0000124928",2014-04-26
"173640037558","000008176644","0248780",2014-04-28,4329.91,"Paid",2014-05-20,4329.91,"0000125548",2014-04-28,"0000124928",2014-05-05
"173640037559","000008176645","0240772",2014-04-21,3215.75,"Paid",2014-04-28,3215.75,"0000125548",2014-04-21,"0000124928",2014-04-23
"173640037560","000008176646","0236547",2014-04-30,2759.25,"Paid",2014-05-07,0,"0000127199",2014-04-30,"0000124928",2014-05-04
"173640037561","000008176647","0243668",2014-04-27,4043.06,"Paid",2014-06-17,4043.06,"0000125640",2014-04-27,"0000124928",2014-04-28
"173640037562","000008176648","0243726",2014-04-30,4121.9,"Paid",2015-05-24,4121.9,"0000125170",2014-04-30,"0000125235",2014-05-07
"173640037563","000008176649","0256917",2014-04-22,6498.86,"Paid",2014-05-05,6498.86,"0000127205",2014-04-22,"0000124928",2014-04-28
"173640037564","000008176650","0256971",2014-04-28,5128.3,"Paid",2014-05-28,5128.3,"0000125548",2014-04-28,"0000124928",2014-04-30
"173640037565","000008176651","0254261",2014-04-27,3672.43,"Paid",2014-08-04,3672.43,"0000126692",2014-04-27,"0000124928",2014-04-30
"173640037566","000008176652","0252954",2014-04-28,6988.57,"Paid",2014-05-11,6988.57,"0000126932",2014-04-28,"0000124928",2014-05-07
"173640037567","000008176653","0234228",2014-04-27,1377.51,"Paid",2014-05-04,0,"0000127199",2014-04-27,"0000125235",2014-05-06
"173640037568","000008176654","0239517",2014-04-28,10092.42,"Paid",2015-08-13,10092.42,"0000127199",2014-04-28,"0000124928",2014-04-29
"173640037569","000008176655","0260494",2014-04-28,2515.37,"Paid",2014-08-25,2515.37,"0000125640",2014-04-28,"0000124928",2014-05-05
"173640037570","000008176656","0255503",2014-04-21,6607.13,"Paid",2014-08-19,6607.13,"0000125170",2014-04-21,"0000125235",2014-04-23
"173640037571","000008176657","0248419",2014-04-30,3548.17,"Paid",2014-06-26,3548.17,"0000125640",2014-04-30,"0000124928",2014-05-04
"173640037572","000008176658","0257587",2014-04-23,2988.32,"Outstanding",1910-01-01,2988.32,"0000126613",2014-04-23,"0000125235",2014-04-26
"173640037573","000008176659","0245085",2014-04-23,3812.87,"Paid",2015-07-14,3812.87,"0000125548",2014-04-23,"0000125235",2014-04-27
"173640037574","000008176660","0253899",2014-04-27,2197.71,"Paid",2014-05-17,2197.71,"0000126692",2014-04-27,"0000125235",2014-05-05
"173640037575","000008176661","0259974",2014-04-21,21392.33,"Paid",2014-05-08,21392.33,"0000125913",2014-04-21,"0000124928",2014-04-29
"173640037576","000008176662","0258939",2014-04-23,24293.49,"Paid",2014-06-28,24293.49,"0000125493",2014-04-23,"0000124928",2014-04-30
"173640037577","000008176663","0253359",2014-04-23,12566.44,"Paid",2014-05-31,12566.44,"0000126692",2014-04-23,"0000124928",2014-04-26
"173640037578","000008176664","0256011",2014-04-21,1612.53,"Paid",2014-04-28,0,"0000125170",2014-04-21,"0000124928",2014-04-27
"173640037579","000008176665","0257792",2014-04-20,33039.23,"Paid",2014-04-24,33039.23,"0000126613",2014-04-20,"0000124928",2014-04-30
"173640037580","000008176666","0263946",2014-04-21,23137.34,"Paid",2014-06-06,23137.34,"0000127199",2014-04-21,"0000124928",2014-04-29
"173640037581","000008176667","0244426",2014-04-26,13689.06,"Paid",2014-05-03,0,"0000127199",2014-04-26,"0000125235",2014-04-29
